,Time,Well,Data,Row,Column,Read,Plate,Clock Time,Sample #,Name
209,0 days 00:55:00,D9,11074.0,D,9,TO1-Biotin,Plate 1,2025-10-30 12:32:16,4,tMangoIV-RiboJ-mScarlet
210,0 days 01:00:00,D9,11593.0,D,9,TO1-Biotin,Plate 1,2025-10-30 12:37:16,4,tMangoIV-RiboJ-mScarlet
211,0 days 01:05:00,D9,12440.0,D,9,TO1-Biotin,Plate 1,2025-10-30 12:42:16,4,tMangoIV-RiboJ-mScarlet
212,0 days 01:10:00,D9,13156.0,D,9,TO1-Biotin,Plate 1,2025-10-30 12:47:16,4,tMangoIV-RiboJ-mScarlet
213,0 days 01:15:00,D9,13705.0,D,9,TO1-Biotin,Plate 1,2025-10-30 12:52:16,4,tMangoIV-RiboJ-mScarlet
214,0 days 01:20:00,D9,14389.0,D,9,TO1-Biotin,Plate 1,2025-10-30 12:57:16,4,tMangoIV-RiboJ-mScarlet
215,0 days 01:25:00,D9,14797.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:02:16,4,tMangoIV-RiboJ-mScarlet
216,0 days 01:30:00,D9,15196.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:07:16,4,tMangoIV-RiboJ-mScarlet
217,0 days 01:35:00,D9,15637.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:12:16,4,tMangoIV-RiboJ-mScarlet
218,0 days 01:40:00,D9,15954.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:17:16,4,tMangoIV-RiboJ-mScarlet
219,0 days 01:45:00,D9,16454.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:22:16,4,tMangoIV-RiboJ-mScarlet
220,0 days 01:50:00,D9,16855.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:27:16,4,tMangoIV-RiboJ-mScarlet
221,0 days 01:55:00,D9,17028.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:32:16,4,tMangoIV-RiboJ-mScarlet
222,0 days 02:00:00,D9,17306.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:37:16,4,tMangoIV-RiboJ-mScarlet
223,0 days 02:05:00,D9,17417.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:42:16,4,tMangoIV-RiboJ-mScarlet
224,0 days 02:10:00,D9,17557.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:47:16,4,tMangoIV-RiboJ-mScarlet
225,0 days 02:15:00,D9,17660.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:52:16,4,tMangoIV-RiboJ-mScarlet
226,0 days 02:20:00,D9,17669.0,D,9,TO1-Biotin,Plate 1,2025-10-30 13:57:16,4,tMangoIV-RiboJ-mScarlet
227,0 days 02:25:00,D9,17869.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:02:16,4,tMangoIV-RiboJ-mScarlet
228,0 days 02:30:00,D9,17855.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:07:16,4,tMangoIV-RiboJ-mScarlet
229,0 days 02:35:00,D9,17732.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:12:16,4,tMangoIV-RiboJ-mScarlet
230,0 days 02:40:00,D9,18009.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:17:16,4,tMangoIV-RiboJ-mScarlet
231,0 days 02:45:00,D9,17885.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:22:16,4,tMangoIV-RiboJ-mScarlet
232,0 days 02:50:00,D9,17974.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:27:16,4,tMangoIV-RiboJ-mScarlet
233,0 days 02:55:00,D9,18124.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:32:16,4,tMangoIV-RiboJ-mScarlet
234,0 days 03:00:00,D9,17883.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:37:16,4,tMangoIV-RiboJ-mScarlet
235,0 days 03:05:00,D9,17872.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:42:16,4,tMangoIV-RiboJ-mScarlet
236,0 days 03:10:00,D9,18076.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:47:16,4,tMangoIV-RiboJ-mScarlet
237,0 days 03:15:00,D9,17993.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:52:16,4,tMangoIV-RiboJ-mScarlet
238,0 days 03:20:00,D9,18019.0,D,9,TO1-Biotin,Plate 1,2025-10-30 14:57:16,4,tMangoIV-RiboJ-mScarlet
239,0 days 03:25:00,D9,17782.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:02:16,4,tMangoIV-RiboJ-mScarlet
240,0 days 03:30:00,D9,18129.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:07:16,4,tMangoIV-RiboJ-mScarlet
241,0 days 03:35:00,D9,17932.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:12:16,4,tMangoIV-RiboJ-mScarlet
242,0 days 03:40:00,D9,17806.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:17:16,4,tMangoIV-RiboJ-mScarlet
243,0 days 03:45:00,D9,17849.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:22:16,4,tMangoIV-RiboJ-mScarlet
244,0 days 03:50:00,D9,17734.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:27:16,4,tMangoIV-RiboJ-mScarlet
245,0 days 03:55:00,D9,17862.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:32:16,4,tMangoIV-RiboJ-mScarlet
246,0 days 04:00:00,D9,17677.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:37:16,4,tMangoIV-RiboJ-mScarlet
247,0 days 04:05:00,D9,17748.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:42:16,4,tMangoIV-RiboJ-mScarlet
248,0 days 04:10:00,D9,17830.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:47:16,4,tMangoIV-RiboJ-mScarlet
249,0 days 04:15:00,D9,17914.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:52:16,4,tMangoIV-RiboJ-mScarlet
250,0 days 04:20:00,D9,17737.0,D,9,TO1-Biotin,Plate 1,2025-10-30 15:57:16,4,tMangoIV-RiboJ-mScarlet
251,0 days 04:25:00,D9,17790.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:02:16,4,tMangoIV-RiboJ-mScarlet
252,0 days 04:30:00,D9,17852.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:07:16,4,tMangoIV-RiboJ-mScarlet
253,0 days 04:35:00,D9,17682.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:12:16,4,tMangoIV-RiboJ-mScarlet
254,0 days 04:40:00,D9,17630.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:17:16,4,tMangoIV-RiboJ-mScarlet
255,0 days 04:45:00,D9,17674.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:22:16,4,tMangoIV-RiboJ-mScarlet
256,0 days 04:50:00,D9,17733.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:27:16,4,tMangoIV-RiboJ-mScarlet
257,0 days 04:55:00,D9,17630.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:32:16,4,tMangoIV-RiboJ-mScarlet
258,0 days 05:00:00,D9,17520.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:37:16,4,tMangoIV-RiboJ-mScarlet
259,0 days 05:05:00,D9,17653.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:42:16,4,tMangoIV-RiboJ-mScarlet
260,0 days 05:10:00,D9,17663.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:47:16,4,tMangoIV-RiboJ-mScarlet
261,0 days 05:15:00,D9,17571.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:52:16,4,tMangoIV-RiboJ-mScarlet
262,0 days 05:20:00,D9,17447.0,D,9,TO1-Biotin,Plate 1,2025-10-30 16:57:16,4,tMangoIV-RiboJ-mScarlet
263,0 days 05:25:00,D9,17480.0,D,9,TO1-Biotin,Plate 1,2025-10-30 17:02:16,4,tMangoIV-RiboJ-mScarlet
264,0 days 00:00:00,D11,1141.0,D,11,TO1-Biotin,Plate 1,2025-10-30 11:37:16,5,tMangoIV-mScarlet
265,0 days 00:05:00,D11,1651.0,D,11,TO1-Biotin,Plate 1,2025-10-30 11:42:16,5,tMangoIV-mScarlet
266,0 days 00:10:00,D11,1753.0,D,11,TO1-Biotin,Plate 1,2025-10-30 11:47:16,5,tMangoIV-mScarlet
267,0 days 00:15:00,D11,2386.0,D,11,TO1-Biotin,Plate 1,2025-10-30 11:52:16,5,tMangoIV-mScarlet
268,0 days 00:20:00,D11,3244.0,D,11,TO1-Biotin,Plate 1,2025-10-30 11:57:16,5,tMangoIV-mScarlet
269,0 days 00:25:00,D11,4214.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:02:16,5,tMangoIV-mScarlet
270,0 days 00:30:00,D11,5224.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:07:16,5,tMangoIV-mScarlet
271,0 days 00:35:00,D11,6159.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:12:16,5,tMangoIV-mScarlet
272,0 days 00:40:00,D11,7195.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:17:16,5,tMangoIV-mScarlet
273,0 days 00:45:00,D11,7993.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:22:16,5,tMangoIV-mScarlet
274,0 days 00:50:00,D11,8849.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:27:16,5,tMangoIV-mScarlet
275,0 days 00:55:00,D11,9604.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:32:16,5,tMangoIV-mScarlet
276,0 days 01:00:00,D11,10362.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:37:16,5,tMangoIV-mScarlet
277,0 days 01:05:00,D11,10963.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:42:16,5,tMangoIV-mScarlet
278,0 days 01:10:00,D11,11652.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:47:16,5,tMangoIV-mScarlet
279,0 days 01:15:00,D11,12245.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:52:16,5,tMangoIV-mScarlet
280,0 days 01:20:00,D11,12696.0,D,11,TO1-Biotin,Plate 1,2025-10-30 12:57:16,5,tMangoIV-mScarlet
281,0 days 01:25:00,D11,12981.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:02:16,5,tMangoIV-mScarlet
282,0 days 01:30:00,D11,13310.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:07:16,5,tMangoIV-mScarlet
283,0 days 01:35:00,D11,13829.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:12:16,5,tMangoIV-mScarlet
284,0 days 01:40:00,D11,14148.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:17:16,5,tMangoIV-mScarlet
285,0 days 01:45:00,D11,14548.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:22:16,5,tMangoIV-mScarlet
286,0 days 01:50:00,D11,14850.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:27:16,5,tMangoIV-mScarlet
287,0 days 01:55:00,D11,15109.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:32:16,5,tMangoIV-mScarlet
288,0 days 02:00:00,D11,15253.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:37:16,5,tMangoIV-mScarlet
289,0 days 02:05:00,D11,15566.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:42:16,5,tMangoIV-mScarlet
290,0 days 02:10:00,D11,15780.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:47:16,5,tMangoIV-mScarlet
291,0 days 02:15:00,D11,15986.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:52:16,5,tMangoIV-mScarlet
292,0 days 02:20:00,D11,16201.0,D,11,TO1-Biotin,Plate 1,2025-10-30 13:57:16,5,tMangoIV-mScarlet
293,0 days 02:25:00,D11,16349.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:02:16,5,tMangoIV-mScarlet
294,0 days 02:30:00,D11,16393.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:07:16,5,tMangoIV-mScarlet
295,0 days 02:35:00,D11,16594.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:12:16,5,tMangoIV-mScarlet
296,0 days 02:40:00,D11,16700.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:17:16,5,tMangoIV-mScarlet
297,0 days 02:45:00,D11,16865.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:22:16,5,tMangoIV-mScarlet
298,0 days 02:50:00,D11,16899.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:27:16,5,tMangoIV-mScarlet
299,0 days 02:55:00,D11,16988.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:32:16,5,tMangoIV-mScarlet
300,0 days 03:00:00,D11,16995.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:37:16,5,tMangoIV-mScarlet
301,0 days 03:05:00,D11,17227.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:42:16,5,tMangoIV-mScarlet
302,0 days 03:10:00,D11,17097.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:47:16,5,tMangoIV-mScarlet
303,0 days 03:15:00,D11,17224.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:52:16,5,tMangoIV-mScarlet
304,0 days 03:20:00,D11,17366.0,D,11,TO1-Biotin,Plate 1,2025-10-30 14:57:16,5,tMangoIV-mScarlet
305,0 days 03:25:00,D11,17244.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:02:16,5,tMangoIV-mScarlet
306,0 days 03:30:00,D11,17310.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:07:16,5,tMangoIV-mScarlet
307,0 days 03:35:00,D11,17343.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:12:16,5,tMangoIV-mScarlet
308,0 days 03:40:00,D11,17418.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:17:16,5,tMangoIV-mScarlet
309,0 days 03:45:00,D11,17464.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:22:16,5,tMangoIV-mScarlet
310,0 days 03:50:00,D11,17338.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:27:16,5,tMangoIV-mScarlet
311,0 days 03:55:00,D11,17301.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:32:16,5,tMangoIV-mScarlet
312,0 days 04:00:00,D11,17262.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:37:16,5,tMangoIV-mScarlet
313,0 days 04:05:00,D11,17383.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:42:16,5,tMangoIV-mScarlet
314,0 days 04:10:00,D11,17344.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:47:16,5,tMangoIV-mScarlet
315,0 days 04:15:00,D11,17327.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:52:16,5,tMangoIV-mScarlet
316,0 days 04:20:00,D11,17333.0,D,11,TO1-Biotin,Plate 1,2025-10-30 15:57:16,5,tMangoIV-mScarlet
317,0 days 04:25:00,D11,17439.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:02:16,5,tMangoIV-mScarlet
318,0 days 04:30:00,D11,17553.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:07:16,5,tMangoIV-mScarlet
319,0 days 04:35:00,D11,17226.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:12:16,5,tMangoIV-mScarlet
320,0 days 04:40:00,D11,17392.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:17:16,5,tMangoIV-mScarlet
321,0 days 04:45:00,D11,17235.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:22:16,5,tMangoIV-mScarlet
322,0 days 04:50:00,D11,17397.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:27:16,5,tMangoIV-mScarlet
323,0 days 04:55:00,D11,17376.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:32:16,5,tMangoIV-mScarlet
324,0 days 05:00:00,D11,17275.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:37:16,5,tMangoIV-mScarlet
325,0 days 05:05:00,D11,17428.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:42:16,5,tMangoIV-mScarlet
326,0 days 05:10:00,D11,17326.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:47:16,5,tMangoIV-mScarlet
327,0 days 05:15:00,D11,17235.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:52:16,5,tMangoIV-mScarlet
328,0 days 05:20:00,D11,17281.0,D,11,TO1-Biotin,Plate 1,2025-10-30 16:57:16,5,tMangoIV-mScarlet
329,0 days 05:25:00,D11,17320.0,D,11,TO1-Biotin,Plate 1,2025-10-30 17:02:16,5,tMangoIV-mScarlet
330,0 days 00:00:00,F3,1173.0,F,3,TO1-Biotin,Plate 1,2025-10-30 11:37:16,1,Negative
331,0 days 00:05:00,F3,1500.0,F,3,TO1-Biotin,Plate 1,2025-10-30 11:42:16,1,Negative
332,0 days 00:10:00,F3,1183.0,F,3,TO1-Biotin,Plate 1,2025-10-30 11:47:16,1,Negative
333,0 days 00:15:00,F3,1127.0,F,3,TO1-Biotin,Plate 1,2025-10-30 11:52:16,1,Negative
334,0 days 00:20:00,F3,1116.0,F,3,TO1-Biotin,Plate 1,2025-10-30 11:57:16,1,Negative
335,0 days 00:25:00,F3,1026.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:02:16,1,Negative
336,0 days 00:30:00,F3,990.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:07:16,1,Negative
337,0 days 00:35:00,F3,1029.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:12:16,1,Negative
338,0 days 00:40:00,F3,1011.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:17:16,1,Negative
339,0 days 00:45:00,F3,961.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:22:16,1,Negative
340,0 days 00:50:00,F3,959.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:27:16,1,Negative
341,0 days 00:55:00,F3,960.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:32:16,1,Negative
342,0 days 01:00:00,F3,947.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:37:16,1,Negative
343,0 days 01:05:00,F3,946.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:42:16,1,Negative
344,0 days 01:10:00,F3,928.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:47:16,1,Negative
345,0 days 01:15:00,F3,934.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:52:16,1,Negative
346,0 days 01:20:00,F3,943.0,F,3,TO1-Biotin,Plate 1,2025-10-30 12:57:16,1,Negative
347,0 days 01:25:00,F3,923.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:02:16,1,Negative
348,0 days 01:30:00,F3,954.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:07:16,1,Negative
349,0 days 01:35:00,F3,946.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:12:16,1,Negative
350,0 days 01:40:00,F3,908.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:17:16,1,Negative
351,0 days 01:45:00,F3,930.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:22:16,1,Negative
352,0 days 01:50:00,F3,953.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:27:16,1,Negative
353,0 days 01:55:00,F3,902.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:32:16,1,Negative
354,0 days 02:00:00,F3,929.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:37:16,1,Negative
355,0 days 02:05:00,F3,926.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:42:16,1,Negative
356,0 days 02:10:00,F3,912.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:47:16,1,Negative
357,0 days 02:15:00,F3,953.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:52:16,1,Negative
358,0 days 02:20:00,F3,963.0,F,3,TO1-Biotin,Plate 1,2025-10-30 13:57:16,1,Negative
359,0 days 02:25:00,F3,882.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:02:16,1,Negative
360,0 days 02:30:00,F3,886.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:07:16,1,Negative
361,0 days 02:35:00,F3,932.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:12:16,1,Negative
362,0 days 02:40:00,F3,950.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:17:16,1,Negative
363,0 days 02:45:00,F3,939.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:22:16,1,Negative
364,0 days 02:50:00,F3,953.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:27:16,1,Negative
365,0 days 02:55:00,F3,961.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:32:16,1,Negative
366,0 days 03:00:00,F3,918.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:37:16,1,Negative
367,0 days 03:05:00,F3,910.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:42:16,1,Negative
368,0 days 03:10:00,F3,933.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:47:16,1,Negative
369,0 days 03:15:00,F3,928.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:52:16,1,Negative
370,0 days 03:20:00,F3,894.0,F,3,TO1-Biotin,Plate 1,2025-10-30 14:57:16,1,Negative
371,0 days 03:25:00,F3,920.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:02:16,1,Negative
372,0 days 03:30:00,F3,927.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:07:16,1,Negative
373,0 days 03:35:00,F3,941.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:12:16,1,Negative
374,0 days 03:40:00,F3,946.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:17:16,1,Negative
375,0 days 03:45:00,F3,964.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:22:16,1,Negative
376,0 days 03:50:00,F3,929.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:27:16,1,Negative
377,0 days 03:55:00,F3,942.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:32:16,1,Negative
378,0 days 04:00:00,F3,930.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:37:16,1,Negative
379,0 days 04:05:00,F3,935.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:42:16,1,Negative
380,0 days 04:10:00,F3,922.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:47:16,1,Negative
381,0 days 04:15:00,F3,950.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:52:16,1,Negative
382,0 days 04:20:00,F3,911.0,F,3,TO1-Biotin,Plate 1,2025-10-30 15:57:16,1,Negative
383,0 days 04:25:00,F3,943.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:02:16,1,Negative
384,0 days 04:30:00,F3,926.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:07:16,1,Negative
385,0 days 04:35:00,F3,913.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:12:16,1,Negative
386,0 days 04:40:00,F3,948.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:17:16,1,Negative
387,0 days 04:45:00,F3,971.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:22:16,1,Negative
388,0 days 04:50:00,F3,918.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:27:16,1,Negative
389,0 days 04:55:00,F3,933.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:32:16,1,Negative
390,0 days 05:00:00,F3,951.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:37:16,1,Negative
391,0 days 05:05:00,F3,977.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:42:16,1,Negative
392,0 days 05:10:00,F3,934.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:47:16,1,Negative
393,0 days 05:15:00,F3,991.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:52:16,1,Negative
394,0 days 05:20:00,F3,922.0,F,3,TO1-Biotin,Plate 1,2025-10-30 16:57:16,1,Negative
395,0 days 05:25:00,F3,978.0,F,3,TO1-Biotin,Plate 1,2025-10-30 17:02:16,1,Negative
396,0 days 00:00:00,F5,1219.0,F,5,TO1-Biotin,Plate 1,2025-10-30 11:37:16,2,F30MangoIV-mScarlet
397,0 days 00:05:00,F5,1542.0,F,5,TO1-Biotin,Plate 1,2025-10-30 11:42:16,2,F30MangoIV-mScarlet
398,0 days 00:10:00,F5,1316.0,F,5,TO1-Biotin,Plate 1,2025-10-30 11:47:16,2,F30MangoIV-mScarlet
399,0 days 00:15:00,F5,1376.0,F,5,TO1-Biotin,Plate 1,2025-10-30 11:52:16,2,F30MangoIV-mScarlet
400,0 days 00:20:00,F5,1508.0,F,5,TO1-Biotin,Plate 1,2025-10-30 11:57:16,2,F30MangoIV-mScarlet
401,0 days 00:25:00,F5,1751.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:02:16,2,F30MangoIV-mScarlet
402,0 days 00:30:00,F5,1908.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:07:16,2,F30MangoIV-mScarlet
403,0 days 00:35:00,F5,2147.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:12:16,2,F30MangoIV-mScarlet
404,0 days 00:40:00,F5,2452.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:17:16,2,F30MangoIV-mScarlet
405,0 days 00:45:00,F5,2697.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:22:16,2,F30MangoIV-mScarlet
406,0 days 00:50:00,F5,3051.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:27:16,2,F30MangoIV-mScarlet
407,0 days 00:55:00,F5,3191.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:32:16,2,F30MangoIV-mScarlet
408,0 days 01:00:00,F5,3554.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:37:16,2,F30MangoIV-mScarlet
409,0 days 01:05:00,F5,3767.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:42:16,2,F30MangoIV-mScarlet
410,0 days 01:10:00,F5,4195.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:47:16,2,F30MangoIV-mScarlet
411,0 days 01:15:00,F5,4366.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:52:16,2,F30MangoIV-mScarlet
412,0 days 01:20:00,F5,4656.0,F,5,TO1-Biotin,Plate 1,2025-10-30 12:57:16,2,F30MangoIV-mScarlet
413,0 days 01:25:00,F5,4894.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:02:16,2,F30MangoIV-mScarlet
414,0 days 01:30:00,F5,5218.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:07:16,2,F30MangoIV-mScarlet
415,0 days 01:35:00,F5,5353.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:12:16,2,F30MangoIV-mScarlet
416,0 days 01:40:00,F5,5696.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:17:16,2,F30MangoIV-mScarlet
417,0 days 01:45:00,F5,5854.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:22:16,2,F30MangoIV-mScarlet
418,0 days 01:50:00,F5,6062.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:27:16,2,F30MangoIV-mScarlet
419,0 days 01:55:00,F5,6191.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:32:16,2,F30MangoIV-mScarlet
420,0 days 02:00:00,F5,6461.0,F,5,TO1-Biotin,Plate 1,2025-10-30 13:37:16,2,F30MangoIV-mScarlet
