VERSION=1.3
ExportFileName=PM HZ 2_2025-05-14_13-24-16_labchip_PURE_Data_B4
SampleLabel=B4
SampleName=PM HZ 2
SampleComment=
SampleAreaConcRatio=0.011875
SampleLowerMarkerTime=12.28
SampleUpperMarkerTime=-1.00
SamplePeakTimes=12.28,15.87,15.95,16.15,16.37,16.60,16.85,17.02,17.40,17.72,17.95,18.22,18.33,18.47,18.57,18.80,18.95,19.12,19.42,19.78,20.07,20.68,20.95,21.45,22.25,22.92,23.97,24.78,25.55,26.13,27.22,28.23
SamplePeakSizes=1.298,9.643,9.978,10.813,11.766,12.850,14.079,14.937,17.029,18.885,20.326,22.050,22.830,23.741,24.438,26.109,27.216,28.477,30.828,33.841,36.274,41.881,44.437,49.436,57.986,65.608,78.481,89.181,99.735,108.072,124.209,140.052
SamplePeakQuantities=,,,,24.0278,7.4225,14.9973,7.0012,96.7363,19.9913,45.2760,61.4333,382.1331,345.3137,628.8239,109.0758,29.6102,85.4635,42.3439,182.5626,1590.0557,1641.8172,2132.1677,1204.7880,2058.1339,1897.5383,294.8024,76.8231,662.1902,418.2104,54.5362,9.4036
PlateFileName=2025-05-14_13-24-16_labchip_PURE
PlateAssayName=HT Protein Express 200
PlateBarCode=N/A
WellAquisitionTime=5/14/2025 1:56:53 PM 
PlateDataFrequency=60
PlateDataStartTime=11.00
PlateDataEndTime=42.00
PlateConcUnits=ng/ul
PlateSizeUnits=kDa
PlateLadderSizes=1.40,15.90,20.40,28.90,48.40,68.40,119.20
ChipID=H296P-0563N-03
Operator=ACJS
DATA
Time,Value,Size
8.333,2825.239,0.00
8.350,2820.303,0.00
8.367,2814.619,0.00
8.383,2808.676,0.00
8.400,2803.384,0.00
8.417,2799.009,0.00
8.433,2795.278,0.00
8.450,2792.131,0.00
8.467,2788.511,0.00
8.483,2785.058,0.00
8.500,2781.854,0.00
8.517,2779.413,0.00
8.533,2778.163,0.00
8.550,2778.234,0.00
8.567,2777.927,0.00
8.583,2777.050,0.00
8.600,2776.698,0.00
8.617,2777.100,0.00
8.633,2776.620,0.00
8.650,2774.841,0.00
8.667,2772.616,0.00
8.683,2770.504,0.00
8.700,2768.943,0.00
8.717,2768.686,0.00
8.733,2768.873,0.00
8.750,2768.095,0.00
8.767,2765.823,0.00
8.783,2763.173,0.00
8.800,2760.009,0.00
8.817,2756.026,0.00
8.833,2751.394,0.00
8.850,2746.265,0.00
8.867,2741.327,0.00
8.883,2737.281,0.00
8.900,2733.475,0.00
8.917,2728.668,0.00
8.933,2722.858,0.00
8.950,2718.022,0.00
8.967,2714.464,0.00
8.983,2711.456,0.00
9.000,2707.811,0.00
9.017,2704.235,0.00
9.033,2701.539,0.00
9.050,2698.992,0.00
9.067,2695.567,0.00
9.083,2691.590,0.00
9.100,2687.034,0.00
9.117,2682.261,0.00
9.133,2678.549,0.00
9.150,2676.291,0.00
9.167,2674.110,0.00
9.183,2670.432,0.00
9.200,2670.835,0.00
9.217,2667.251,0.00
9.233,2656.295,0.00
9.250,2652.383,0.00
9.267,2666.956,0.00
9.283,2719.473,0.00
9.300,2808.637,0.00
9.317,2905.592,0.00
9.333,2974.999,0.00
9.350,3002.307,0.00
9.367,3004.371,0.00
9.383,2993.382,0.00
9.400,2985.674,0.00
9.417,2984.664,0.00
9.433,2977.938,0.00
9.450,2970.511,0.00
9.467,2961.935,0.00
9.483,2952.164,0.00
9.500,2941.857,0.00
9.517,2932.526,0.00
9.533,2923.766,0.00
9.550,2916.274,0.00
9.567,2907.022,0.00
9.583,2894.452,0.00
9.600,2882.333,0.00
9.617,2873.436,0.00
9.633,2876.332,0.00
9.650,2891.576,0.00
9.667,2901.711,0.00
9.683,2905.903,0.00
9.700,2888.320,0.00
9.717,2858.425,0.00
9.733,2840.543,0.00
9.750,2852.480,0.00
9.767,2914.257,0.00
9.783,3011.462,0.00
9.800,3117.701,0.00
9.817,3152.470,0.00
9.833,3184.207,0.00
9.850,3242.026,0.00
9.867,3235.256,0.00
9.883,3102.880,0.00
9.900,2726.353,0.00
9.917,2177.418,0.00
9.933,1629.530,0.00
9.950,1201.021,0.00
9.967,890.183,0.00
9.983,612.008,0.00
10.000,397.474,0.00
10.017,234.754,0.00
10.033,134.102,0.00
10.050,98.765,0.00
10.067,50.611,0.00
10.083,15.340,0.00
10.100,-5.223,0.00
10.117,-11.723,0.00
10.133,-11.526,0.00
10.150,-9.487,0.00
10.167,-6.498,0.00
10.183,-2.854,0.00
10.200,-0.969,0.00
10.217,-1.175,0.00
10.233,-2.256,0.00
10.250,-2.830,0.00
10.267,-2.196,0.00
10.283,-1.205,0.00
10.300,-1.777,0.00
10.317,-1.867,0.00
10.333,-1.778,0.00
10.350,-1.427,0.00
10.367,-1.098,0.00
10.383,-0.887,0.00
10.400,-0.641,0.00
10.417,-0.425,0.00
10.433,-0.066,0.00
10.450,0.357,0.00
10.467,0.547,0.00
10.483,0.383,0.00
10.500,-0.099,0.00
10.517,-0.741,0.00
10.533,-1.169,0.00
10.550,-1.316,0.00
10.567,-1.361,0.00
10.583,-1.359,0.00
10.600,-1.403,0.00
10.617,-1.503,0.00
10.633,-1.535,0.00
10.650,-1.473,0.00
10.667,-1.386,0.00
10.683,-1.314,0.00
10.700,-1.262,0.00
10.717,-1.340,0.00
10.733,-1.368,0.00
10.750,-1.222,0.00
10.767,-1.083,0.00
10.783,-0.922,0.00
10.800,-0.779,0.00
10.817,-0.735,0.00
10.833,-0.743,0.00
10.850,-0.718,0.00
10.867,-0.673,0.00
10.883,-0.666,0.00
10.900,-0.629,0.00
10.917,-0.506,0.00
10.933,-0.335,0.00
10.950,-0.194,0.00
10.967,-0.207,0.00
10.983,-0.199,0.00
11.000,-0.152,0.00
11.017,-0.167,0.00
11.033,0.178,0.00
11.050,0.991,0.00
11.067,1.784,0.00
11.083,2.127,0.00
11.100,1.838,0.00
11.117,1.058,0.00
11.133,0.339,0.00
11.150,0.262,0.00
11.167,0.502,0.00
11.183,0.576,0.00
11.200,0.649,0.00
11.217,0.784,0.00
11.233,0.868,0.00
11.250,0.941,0.00
11.267,0.935,0.00
11.283,0.829,0.00
11.300,0.676,0.00
11.317,0.602,0.00
11.333,0.603,0.00
11.350,0.613,0.00
11.367,0.587,0.00
11.383,0.528,0.00
11.400,0.483,0.00
11.417,0.504,0.00
11.433,0.598,0.00
11.450,0.723,0.00
11.467,0.833,0.00
11.483,1.299,0.00
11.500,2.017,0.00
11.517,2.417,0.00
11.533,1.917,0.00
11.550,0.678,0.00
11.567,-0.621,0.00
11.583,-1.378,0.00
11.600,-1.401,0.00
11.617,-1.295,0.00
11.633,-1.355,0.00
11.650,-1.350,0.00
11.667,-1.223,0.00
11.683,-1.025,0.00
11.700,-0.845,0.00
11.717,-0.741,0.00
11.733,-0.646,0.00
11.750,-0.584,0.00
11.767,-0.609,0.00
11.783,-0.657,0.00
11.800,-0.507,0.00
11.817,-0.351,0.00
11.833,-0.281,0.00
11.850,-0.463,0.00
11.867,-0.835,0.00
11.883,-1.196,0.00
11.900,-1.330,0.00
11.917,-1.425,0.00
11.933,-1.427,0.00
11.950,-1.261,0.00
11.967,-1.089,0.00
11.983,-0.984,0.00
12.000,-0.957,0.00
12.017,-0.996,0.00
12.033,-1.107,0.00
12.050,-1.177,0.00
12.067,-1.366,0.00
12.083,-1.416,0.00
12.100,-0.653,0.00
12.117,3.454,0.00
12.133,7.546,0.00
12.150,-2.946,0.00
12.167,9.058,0.00
12.183,182.762,0.00
12.200,591.878,0.00
12.217,1057.818,0.00
12.233,1275.478,0.00
